player_id,player_name,team,games,fumbles,fumbles_lost,forced_fumbles,own_fumbles_recoveries,opponent_fumbles_recoveries,touchdowns
tyler-lockett,Tyler Lockett,Seattle Seahawks,17,,,,,,
jalen-tolbert,Jalen Tolbert,Dallas Cowboys,17,0,0,0,2,,
noah-fant-x4946,Noah Fant,Seattle Seahawks,14,,,0,,,
adam-thielen,Adam Thielen,Carolina Panthers,10,,,0,,,
evan-engram,Evan Engram,Jacksonville Jaguars,9,1,1,0,,,
cole-kmet,Cole Kmet,Chicago Bears,17,,,0,,,
romeo-doubs,Romeo Doubs,Green Bay Packers,13,,,0,,,
rashod-bateman,Rashod Bateman,Baltimore Ravens,17,,,0,,,
austin-hooper,Austin Hooper,New England Patriots,17,2,1,0,1,,
amari-cooper,Amari Cooper,Buffalo Bills,8,,,,,,
amari-cooper,Amari Cooper,Cleveland Browns,6,,,,,,
dalton-kincaid,Dalton Kincaid,Buffalo Bills,13,1,0,,,,
dallas-goedert,Dallas Goedert,Philadelphia Eagles,10,2,0,0,,,
isaiah-likely,Isaiah Likely,Baltimore Ravens,16,1,1,0,,,
t-j-hockenson,T.J. Hockenson,Minnesota Vikings,10,,,,,,
jordan-akins,Jordan Akins,Cleveland Browns,17,1,0,0,1,,
brenton-strange,Brenton Strange,Jacksonville Jaguars,17,1,1,0,,,
josh-palmer,Josh Palmer,Los Angeles Chargers,15,,,,,,
dontayvion-wicks,Dontayvion Wicks,Green Bay Packers,17,,,0,,,
alec-pierce,Alec Pierce,Indianapolis Colts,16,,,0,,,
calvin-austin-iii,Calvin Austin III,Pittsburgh Steelers,17,1,1,,,,
noah-brown,Noah Brown,Washington Commanders,11,,,,,,
tim-patrick,Tim Patrick,Detroit Lions,16,,,,,,
ja-tavion-sanders,Ja'Tavion Sanders,Carolina Panthers,16,1,0,,1,,
foster-moreau,Foster Moreau,New Orleans Saints,17,,,0,,,
parker-washington,Parker Washington,Jacksonville Jaguars,17,2,0,0,2,,
nick-westbrook-ikhine,Nick Westbrook-Ikhine,Tennessee Titans,17,,,0,,,
mack-hollins,Mack Hollins,Buffalo Bills,17,0,0,0,,1,0
lil-jordan-humphrey,Lil'Jordan Humphrey,Denver Broncos,17,2,1,0,1,,
demarcus-robinson,Demarcus Robinson,Los Angeles Rams,17,,,0,,,
christian-kirk,Christian Kirk,Jacksonville Jaguars,8,,,0,,,
brandon-aiyuk,Brandon Aiyuk,San Francisco 49ers,7,,,,,,
grant-calcaterra,Grant Calcaterra,Philadelphia Eagles,17,0,0,0,1,,
van-jefferson,Van Jefferson,Pittsburgh Steelers,17,,,,,,
john-metchie,John Metchie III,Houston Texans,13,1,0,0,,,
tommy-tremble,Tommy Tremble,Carolina Panthers,12,1,1,0,,,
dawson-knox,Dawson Knox,Buffalo Bills,16,,,,,,
josh-oliver,Josh Oliver,Minnesota Vikings,15,,,0,,,
justin-watson,Justin Watson,Kansas City Chiefs,17,,,,,,
mike-williams,Mike Williams,Pittsburgh Steelers,9,,,,,,
mike-williams,Mike Williams,New York Jets,9,,,0,,,
gabe-davis,Gabe Davis,Jacksonville Jaguars,10,1,1,0,,,
robert-woods,Robert Woods,Houston Texans,15,3,1,,,,
juju-smith-schuster,JuJu Smith-Schuster,Kansas City Chiefs,14,,,0,,,
nick-vannett,Nick Vannett,Tennessee Titans,17,,,,,,
stone-smartt,Stone Smartt,Los Angeles Chargers,15,1,1,0,,,
nelson-agholor,Nelson Agholor,Baltimore Ravens,14,,,,,,
daniel-bellinger,Daniel Bellinger,New York Giants,17,,,0,,,
kylen-granson,Kylen Granson,Indianapolis Colts,17,,,0,,,
josh-reynolds,Josh Reynolds,Jacksonville Jaguars,4,,,0,,,
josh-reynolds,Josh Reynolds,Denver Broncos,5,,,,,,
adam-trautman,Adam Trautman,Denver Broncos,17,0,0,,1,,
brock-wright,Brock Wright,Detroit Lions,17,,,,,,
mo-alie-cox,Mo Alie-Cox,Indianapolis Colts,17,,,0,,,
luke-farrell,Luke Farrell,Jacksonville Jaguars,17,,,0,,,
julian-hill,Julian Hill,Miami Dolphins,16,1,0,0,,,
trey-palmer,Trey Palmer,Tampa Bay Buccaneers,15,1,0,,1,,
dante-pettis,Dante Pettis,New Orleans Saints,8,,,,,,
payne-durham,Payne Durham,Tampa Bay Buccaneers,16,1,0,0,,,
eric-saubert,Eric Saubert,San Francisco 49ers,17,1,0,0,,,
tylan-wallace,Tylan Wallace,Baltimore Ravens,17,1,0,0,1,,
ryan-flournoy,Ryan Flournoy,Dallas Cowboys,11,1,1,0,,,
odell-beckham,Odell Beckham Jr.,Miami Dolphins,9,,,,,,
marquise-brown,Marquise Brown,Kansas City Chiefs,2,,,,,,
harrison-bryant,Harrison Bryant,Las Vegas Raiders,13,,,0,,,
deandre-carter,DeAndre Carter,Chicago Bears,13,1,1,,,,
jamison-crowder,Jamison Crowder,Washington Commanders,6,2,1,0,1,,
durham-smythe,Durham Smythe,Miami Dolphins,17,,,0,,,
john-bates,John Bates,Washington Commanders,17,1,1,0,,,
pharaoh-brown,Pharaoh Brown,Seattle Seahawks,15,1,1,0,,,
gerald-everett,Gerald Everett,Chicago Bears,17,,,,,,
tyler-higbee,Tyler Higbee,Los Angeles Rams,3,,,,,,
hayden-hurst,Hayden Hurst,Los Angeles Chargers,9,,,,,,
jalin-hyatt,Jalin Hyatt,New York Giants,16,,,0,,,
zay-jones,Zay Jones,Arizona Cardinals,11,,,0,,,
trent-sherfield,Trent Sherfield,Minnesota Vikings,17,,,0,,,
britain-covey,Britain Covey,Philadelphia Eagles,5,,,0,,,
river-cracraft,River Cracraft,Miami Dolphins,8,,,0,,,
khadarel-hodge,KhaDarel Hodge,Atlanta Falcons,17,0,0,0,,1,1
k-j-osborn,K.J. Osborn,Washington Commanders,1,,,,,,
k-j-osborn,K.J. Osborn,New England Patriots,7,,,,,,
brandon-powell,Brandon Powell,Minnesota Vikings,17,1,0,,2,,
parris-campbell,Parris Campbell,Philadelphia Eagles,5,,,,,,
chris-conley,Chris Conley,San Francisco 49ers,15,0,0,0,1,,
connor-heyward,Connor Heyward,Pittsburgh Steelers,17,0,0,0,,1,0
mycole-pruitt,MyCole Pruitt,Pittsburgh Steelers,12,,,0,,,
tip-reiman,Tip Reiman,Arizona Cardinals,17,0,0,,1,,
peyton-hendershot,Peyton Hendershot,Kansas City Chiefs,7,,,0,,,
scott-miller,Scott Miller,Pittsburgh Steelers,13,,,0,,,
quintin-morris,Quintin Morris,Buffalo Bills,16,,,0,,,
ben-skowronek,Ben Skowronek,Pittsburgh Steelers,10,0,0,0,,2,0
d-j-chark,DJ Chark,Los Angeles Chargers,7,,,,,,
will-mallory,Will Mallory,Indianapolis Colts,10,,,,,,
dan-chisena,Dan Chisena,Carolina Panthers,6,,,0,,,
josiah-deguara,Josiah Deguara,Jacksonville Jaguars,15,,,0,,,
d-wayne-eskridge,Dee Eskridge,Miami Dolphins,6,,,,,,
trenton-irwin,Trenton Irwin,Cincinnati Bengals,7,,,,,,
trenton-irwin,Trenton Irwin,Cincinnati Bengals,7,,,,,,
tim-jones-3,Tim Jones,Jacksonville Jaguars,17,,,0,,,
chris-manhertz,Chris Manhertz,New York Giants,17,0,0,0,,,
terrace-marshall-jr,Terrace Marshall Jr.,Las Vegas Raiders,7,,,,,,
james-proche,James Proche,Cleveland Browns,9,1,1,0,,,
patrick-ricard,Patrick Ricard,Baltimore Ravens,17,0,0,0,1,,
allen-robinson,Allen Robinson,Detroit Lions,12,,,,,,
ian-thomas,Ian Thomas,Carolina Panthers,5,,,,,,
ronnie-bell,Ronnie Bell,San Francisco 49ers,9,,,,,,
isaiah-hodgins,Isaiah Hodgins,New York Giants,3,,,,,,
mason-kinsey,Mason Kinsey,Tennessee Titans,6,,,,,,
nikko-remigio,Nikko Remigio,Kansas City Chiefs,5,1,0,,,,
jack-stoll,Jack Stoll,Miami Dolphins,4,,,,,,
jack-stoll,Jack Stoll,Philadelphia Eagles,7,,,0,,,
austin-trammell,Austin Trammell,Jacksonville Jaguars,1,1,1,,,,
robbie-chosen,Robbie Chosen,Miami Dolphins,2,,,0,,,
divine-deablo,Divine Deablo,Las Vegas Raiders,14,,,0,,,
ross-dwelley,Ross Dwelley,Atlanta Falcons,17,,,0,,,
jody-fortson,Joseph Fortson,Kansas City Chiefs,3,,,,,,
feleipe-franks,Feleipe Franks,Carolina Panthers,16,0,0,0,,1,0
sam-hubbard,Sam Hubbard,Cincinnati Bengals,14,,,1,,,
brandon-johnson-3,Brandon Johnson,Pittsburgh Steelers,3,,,,,,
charlie-jones-3,Charlie Jones,Cincinnati Bengals,8,2,1,,,,
jc-latham,JC Latham,Tennessee Titans,17,0,0,,3,,
marcedes-lewis,Marcedes Lewis,Chicago Bears,17,,,,,,
vederian-lowe,Vederian Lowe,New England Patriots,14,,,,,,
david-martin-robinson,David Martin-Robinson,Tennessee Titans,5,0,0,0,1,,
anthony-miller,Anthony Miller,Baltimore Ravens,2,,,,,,
john-ross,John Ross,Philadelphia Eagles,1,,,,,,
trent-scott,Trent Scott,Washington Commanders,17,,,,,,
tyler-scott-2,Tyler Scott,Chicago Bears,11,,,0,,,
tyler-smith,Tyler Smith,Dallas Cowboys,16,,,,,,
trent-taylor,Trent Taylor,San Francisco 49ers,2,,,,,,
andrew-beck,Andrew Beck,Houston Texans,1,,,,,,
andrew-beck,Andrew Beck,Green Bay Packers,3,,,,,,
braxton-berrios,Braxton Berrios,Miami Dolphins,6,,,0,,,
jake-brendel,Jake Brendel,San Francisco 49ers,17,1,0,,,,
zach-frazier,Zach Frazier,Pittsburgh Steelers,15,1,0,,,,
c-j-goodwin,C.J. Goodwin,Dallas Cowboys,17,0,0,1,,1,0
jordan-matthews,Jordan Matthews,Carolina Panthers,4,,,0,,,
skyy-moore,Skyy Moore,Kansas City Chiefs,6,,,,,,
james-pierre,James Pierre,Pittsburgh Steelers,15,,,2,,,
adam-prentice,Adam Prentice,New Orleans Saints,17,,,0,,,
isaac-seumalo,Isaac Seumalo,Pittsburgh Steelers,13,,,0,,,
stephen-sullivan,Stephen Sullivan,Carolina Panthers,1,,,,,,
tristan-wirfs,Tristan Wirfs,Tampa Bay Buccaneers,16,1,0,0,,,
t-j-watt,T.J. Watt,Pittsburgh Steelers,17,0,0,6,,2,0
zack-baun,Zack Baun,Philadelphia Eagles,16,0,0,5,,1,0
zaire-franklin,Zaire Franklin,Indianapolis Colts,17,,,5,,,
jessie-bates,Jessie Bates,Atlanta Falcons,17,0,0,4,,1,0
jonathan-greenard,Jonathan Greenard,Minnesota Vikings,17,,,4,,,
nick-herbig,Nick Herbig,Pittsburgh Steelers,13,0,0,4,,2,0
fred-warner,Fred Warner,San Francisco 49ers,17,,,4,,,
quincy-williams,Quincy Williams,New York Jets,17,0,0,4,,3,0
lavonte-david,Lavonte David,Tampa Bay Buccaneers,17,0,0,3,,1,0
myles-garrett,Myles Garrett,Cleveland Browns,17,0,0,3,,1,0
eric-kendricks,Eric Kendricks,Dallas Cowboys,15,0,0,3,,1,0
laiatu-latu,Laiatu Latu,Indianapolis Colts,17,0,0,3,,1,0
keisean-nixon,Keisean Nixon,Green Bay Packers,17,,,3,,,
bobby-okereke,Bobby Okereke,New York Giants,12,0,0,3,,2,0
ed-oliver,Ed Oliver,Buffalo Bills,14,,,3,,,
amik-robertson,Amik Robertson,Detroit Lions,17,,,3,,,
gregory-rousseau,Greg Rousseau,Buffalo Bills,16,0,0,3,,1,0
azeez-al-shaair,Azeez Al-Shaair,Houston Texans,11,,,2,,,
dorance-armstrong,Dorance Armstrong,Washington Commanders,16,,,2,,,
derek-barnett,Derek Barnett,Houston Texans,16,0,0,2,,2,2
christian-benford,Christian Benford,Buffalo Bills,15,0,0,2,,1,0
nik-bonitto,Nik Bonitto,Denver Broncos,17,0,0,2,,1,1
joey-bosa,Joey Bosa,Los Angeles Chargers,14,,,2,,,
sean-murphy-bunting,Sean Murphy-Bunting,Arizona Cardinals,15,,,2,,,
oren-burks,Oren Burks,Philadelphia Eagles,17,,,2,,,
brian-burns,Brian Burns,New York Giants,17,,,2,,,
jalen-carter,Jalen Carter,Philadelphia Eagles,16,,,2,,,
zaven-collins,Zaven Collins,Arizona Cardinals,17,,,2,,,
kamren-curl,Kam Curl,Los Angeles Rams,16,0,0,2,,1,1
deshon-elliott,DeShon Elliott,Pittsburgh Steelers,15,0,0,2,,3,0
kingsley-enagbare,Kingsley Enagbare,Green Bay Packers,17,,,2,,,
a-j-epenesa,A.J. Epenesa,Buffalo Bills,17,,,2,,,
braden-fiske,Braden Fiske,Los Angeles Rams,17,0,0,2,,2,0
dante-fowler,Dante Fowler Jr.,Washington Commanders,17,,,2,,,
derick-hall,Derick Hall,Seattle Seahawks,17,0,0,2,,1,1
kyle-hamilton,Kyle Hamilton,Baltimore Ravens,17,0,0,2,,1,0
neville-hewitt,Neville Hewitt,Houston Texans,17,,,2,,,
amani-hooker,Amani Hooker,Tennessee Titans,14,,,2,,,
marlon-humphrey,Marlon Humphrey,Baltimore Ravens,16,,,2,,,
jonathan-jones,Jonathan Jones,New England Patriots,17,,,2,,,
arden-key,Arden Key,Tennessee Titans,16,0,0,2,,1,0
javon-kinlaw,Javon Kinlaw,New York Jets,17,0,0,2,,1,0
marist-liufau,Marist Liufau,Dallas Cowboys,17,0,0,2,,1,0
khalil-mack,Khalil Mack,Los Angeles Chargers,16,0,0,2,,1,0
tyrann-mathieu,Tyrann Mathieu,New Orleans Saints,17,0,0,2,,1,0
will-mcdonald-iv,Will McDonald IV,New York Jets,17,0,0,2,,1,0
dayo-odeyingbo,Dayo Odeyingbo,Indianapolis Colts,17,0,0,2,,1,0
joseph-ossai,Joseph Ossai,Cincinnati Bengals,17,,,2,,,
micah-parsons,Micah Parsons,Dallas Cowboys,13,,,2,,,
clark-phillips-iii,Clark Phillips III,Atlanta Falcons,16,0,0,2,,1,0
germaine-pratt,Germaine Pratt,Cincinnati Bengals,17,0,0,2,,2,0
patrick-queen,Patrick Queen,Pittsburgh Steelers,17,0,0,2,,1,0
jeffery-simmons,Jeffery Simmons,Tennessee Titans,16,0,0,2,,2,0
dawuane-smoot,Dawuane Smoot,Buffalo Bills,11,,,2,,,
darrell-taylor,Darrell Taylor,Chicago Bears,16,,,2,,,
payton-turner,Payton Turner,New Orleans Saints,16,,,2,,,
carrington-valentine,Carrington Valentine,Green Bay Packers,15,1,0,2,,,
kyle-van-noy,Kyle Van Noy,Baltimore Ravens,16,0,0,2,,1,0
jared-verse,Jared Verse,Los Angeles Rams,17,0,0,2,,2,0
travon-walker,Travon Walker,Jacksonville Jaguars,17,0,0,2,,1,1
trevin-wallace,Trevin Wallace,Carolina Panthers,13,0,0,2,,1,0
donovan-wilson,Donovan Wilson,Dallas Cowboys,17,0,0,2,,1,0
logan-wilson,Logan Wilson,Cincinnati Bengals,11,0,0,2,,2,0
isaac-yiadom,Isaac Yiadom,San Francisco 49ers,17,0,0,2,1,1,0
kwon-alexander,Kwon Alexander,Detroit Lions,2,,,0,,,
kwon-alexander,Kwon Alexander,Denver Broncos,3,0,0,1,,1,0
josh-hines-allen,Josh Hines-Allen,Jacksonville Jaguars,16,0,0,1,,1,0
evan-anderson,Evan Anderson,San Francisco 49ers,12,0,0,1,,1,0
will-anderson-jr,Will Anderson Jr.,Houston Texans,14,0,0,1,,1,0
felix-anudike-uzomah,Felix Anudike-Uzomah,Kansas City Chiefs,17,0,0,1,,1,0
brian-asamoah,Brian Asamoah,Minnesota Vikings,17,,,1,,,
chidobe-awuzie,Chidobe Awuzie,Tennessee Titans,8,,,1,,,
budda-baker,Budda Baker,Arizona Cardinals,17,,,1,,,
jerome-baker,Jerome Baker,Tennessee Titans,5,,,0,,,
jerome-baker,Jerome Baker,Seattle Seahawks,5,0,0,1,,1,0
corey-ballentine-x8428,Corey Ballentine,Green Bay Packers,15,1,1,1,,,
cody-barton,Cody Barton,Denver Broncos,17,0,0,1,,1,1
vonn-bell,Vonn Bell,Cincinnati Bengals,17,0,0,1,,1,0
daron-bland,DaRon Bland,Dallas Cowboys,7,0,0,1,,1,0
nick-bolton,Nick Bolton,Kansas City Chiefs,16,0,0,1,,2,0
nick-bosa,Nick Bosa,San Francisco 49ers,14,0,0,1,,1,0
jaquan-brisker-x6231,Jaquan Brisker,Chicago Bears,5,,,1,,,
karl-brooks,Karl Brooks,Green Bay Packers,17,0,0,1,1,2,0
kevin-byard,Kevin Byard,Chicago Bears,17,0,0,1,,2,0
calais-campbell,Calais Campbell,Miami Dolphins,17,,,1,,,
elijah-campbell,Elijah Campbell,Miami Dolphins,17,,,1,,,
joe-cardona,Joe Cardona,New England Patriots,16,,,1,,,
lorenzo-carter,Lorenzo Carter,Atlanta Falcons,13,,,1,,,
jeremy-chinn,Jeremy Chinn,Washington Commanders,17,0,0,1,,2,0
chuck-clark,Chuck Clark,New York Jets,12,0,0,1,,1,0
chamarri-conner,Chamarri Conner,Kansas City Chiefs,15,0,0,1,,1,1
edgerrin-cooper,Edgerrin Cooper,Green Bay Packers,14,0,0,1,1,1,0
jonathon-cooper,Jonathon Cooper,Denver Broncos,17,,,1,,,
nick-cross,Nick Cross,Indianapolis Colts,17,,,1,,,
carlton-davis,Carlton Davis,Detroit Lions,13,0,0,1,,2,0
akeem-davis-gaither,Akeem Davis-Gaither,Cincinnati Bengals,17,0,0,1,,1,0
jamel-dean,Jamel Dean,Tampa Bay Buccaneers,12,,,1,,,
nakobe-dean,Nakobe Dean,Philadelphia Eagles,15,0,0,1,,2,0
cooper-dejean,Cooper DeJean,Philadelphia Eagles,16,2,2,1,,3,0
yaya-diaby,Yaya Diaby,Tampa Bay Buccaneers,17,0,0,1,,1,0
tyrel-dodson,Tyrel Dodson,Miami Dolphins,8,,,0,,,
tyrel-dodson,Tyrel Dodson,Seattle Seahawks,9,,,1,,,
rasul-douglas,Rasul Douglas,Buffalo Bills,15,,,1,,,
kyle-dugger,Kyle Dugger,New England Patriots,13,,,1,,,
bud-dupree,Bud Dupree,Los Angeles Chargers,17,,,1,,,
tremaine-edmunds,Tremaine Edmunds,Chicago Bears,17,,,1,,,
t-j-edwards,T.J. Edwards,Chicago Bears,17,0,0,1,,2,0
christian-elliss,Christian Elliss,New England Patriots,16,0,0,1,,1,0
kaden-elliss,Kaden Elliss,Atlanta Falcons,17,0,0,1,,1,0
martin-emerson,Martin Emerson,Cleveland Browns,17,0,0,1,,1,0
clelin-ferrell-x4864,Clelin Ferrell,Washington Commanders,14,,,1,,,
minkah-fitzpatrick,Minkah Fitzpatrick,Pittsburgh Steelers,17,,,1,,,
leonard-floyd,Leonard Floyd,San Francisco 49ers,17,,,1,,,
deaundre-ford,Dee Alford,Atlanta Falcons,16,,,1,,,
dennis-gardeck,Dennis Gardeck,Arizona Cardinals,7,,,1,,,
chauncey-gardner-johnson,C.J. Gardner-Johnson,Philadelphia Eagles,16,,,1,,,
rashan-gary,Rashan Gary,Green Bay Packers,17,0,0,1,,1,0
willie-gay-jr,Willie Gay Jr.,New Orleans Saints,15,0,0,1,,2,0
kyler-gordon,Kyler Gordon,Chicago Bears,15,0,0,1,,3,0
brandon-graham,Brandon Graham,Philadelphia Eagles,11,,,1,,,
carl-granderson,Carl Granderson,New Orleans Saints,17,,,1,,,
j-t-gray,J.T. Gray,New Orleans Saints,17,,,1,,,
da-shawn-hand,Da'Shawn Hand,Miami Dolphins,17,0,0,1,,1,0
ronnie-harrison,Ronnie Harrison,Indianapolis Colts,10,,,1,,,
jevon-holland,Jevon Holland,Miami Dolphins,15,,,1,,,
danielle-hunter,Danielle Hunter,Houston Texans,17,,,1,,,
aidan-hutchinson,Aidan Hutchinson,Detroit Lions,5,,,1,,,
adoree-jackson,Adoree' Jackson,New York Giants,14,0,0,1,,1,0
anfernee-jennings,Anfernee Jennings,New England Patriots,16,,,1,,,
jaylon-johnson,Jaylon Johnson,Chicago Bears,17,,,1,,,
taron-johnson,Taron Johnson,Buffalo Bills,12,0,0,1,,1,1
brandon-jones-3,Brandon Jones,Denver Broncos,16,0,0,1,,1,0
chris-jones,Chris Jones,Kansas City Chiefs,15,,,1,,,
dre-mont-jones,Dre'Mont Jones,Seattle Seahawks,17,,,1,,,
linval-joseph,Linval Joseph,Dallas Cowboys,17,,,1,,,
calijah-kancey,Calijah Kancey,Tampa Bay Buccaneers,12,0,0,1,,1,0
kamren-kinchens,Kamren Kinchens,Los Angeles Rams,17,1,0,1,1,,
kader-kohou,Kader Kohou,Miami Dolphins,15,0,0,1,,1,0
chris-lammons,Chris Lammons,Indianapolis Colts,14,0,0,1,,2,0
demarcus-lawrence,Demarcus Lawrence,Dallas Cowboys,4,,,1,,,
carl-lawson,Carl Lawson,Dallas Cowboys,15,,,1,,,
jourdan-lewis,Jourdan Lewis,Dallas Cowboys,16,0,0,1,,1,0
tyquan-lewis,Tyquan Lewis,Indianapolis Colts,10,,,1,,,
devin-lloyd,Devin Lloyd,Jacksonville Jaguars,16,,,1,,,
roy-lopez,Roy Lopez,Arizona Cardinals,16,0,0,1,,1,0
frankie-luvu,Frankie Luvu,Washington Commanders,17,0,0,1,,2,0
boye-mafe,Boye Mafe,Seattle Seahawks,15,,,1,,,
isaiah-mcduffie,Isaiah McDuffie,Green Bay Packers,17,,,1,,,
micah-mcfadden,Micah McFadden,New York Giants,14,0,0,1,,1,0
ja-quan-mcmillian,Ja'Quan McMillian,Denver Broncos,17,,,1,,,
josh-metellus,Josh Metellus,Minnesota Vikings,17,,,1,,,
jalen-mills,Jalen Mills,New York Jets,9,,,1,,,
riley-moss,Riley Moss,Denver Broncos,14,0,0,1,,1,0
byron-murphy,Byron Murphy,Minnesota Vikings,17,,,1,,,
anthony-nelson,Anthony Nelson,Tampa Bay Buccaneers,17,0,0,1,,1,0
jer-zhan-newton,Jer'Zhan Newton,Washington Commanders,16,0,0,1,,1,0
tyler-nubin,Tyler Nubin,New York Giants,13,0,0,1,,1,0
emmanuel-ogbah,Emmanuel Ogbah,Miami Dolphins,16,,,1,,,
ogbo-okoronkwo,Ogbo Okoronkwo,Cleveland Browns,16,,,1,,,
segun-olubi,Segun Olubi,Indianapolis Colts,17,0,0,1,,1,0
demarvion-overshown,DeMarvion Overshown,Dallas Cowboys,13,0,0,1,,1,0
odafe-oweh,Odafe Oweh,Baltimore Ravens,17,,,1,,,
jonathan-owens,Jonathan Owens,Chicago Bears,17,0,0,1,,2,0
kwity-paye,Kwity Paye,Indianapolis Colts,15,,,1,,,
mike-pennel,Mike Pennel,Kansas City Chiefs,17,,,1,,,
jabrill-peppers,Jabrill Peppers,New England Patriots,6,,,1,,,
harrison-phillips,Harrison Phillips,Minnesota Vikings,17,0,0,1,,1,0
jalen-pitre,Jalen Pitre,Houston Texans,12,,,1,,,
taylor-rapp,Taylor Rapp,Buffalo Bills,14,,,1,,,
haason-reddick,Haason Reddick,New York Jets,10,,,1,,,
jarran-reed,Jarran Reed,Seattle Seahawks,17,,,1,,,
kelee-ringo,Kelee Ringo,Philadelphia Eagles,17,0,0,1,,1,0
malcolm-roach,Malcolm Roach,Denver Broncos,17,0,0,1,,1,0
elandon-roberts,Elandon Roberts,Pittsburgh Steelers,17,,,1,,,
a-shawn-robinson,A'Shawn Robinson,Carolina Panthers,16,,,1,,,
isaiah-rodgers,Isaiah Rodgers,Philadelphia Eagles,15,,,1,,,
mike-sainristil,Mike Sainristil,Washington Commanders,17,0,0,1,,1,0
zach-sieler,Zach Sieler,Miami Dolphins,15,0,0,1,,1,0
isaiah-simmons,Isaiah Simmons,New York Giants,17,,,1,,,
